# 1,1,10,4
-1.300000000000000000e+01,-1.000000000000000000e+01,5.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,-4.000000000000000000e+00
-1.200000000000000000e+01,-4.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+01
-5.000000000000000000e+00,-1.100000000000000000e+01,-9.000000000000000000e+00,5.000000000000000000e+00
-1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00
-1.200000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.400000000000000000e+01,-1.500000000000000000e+01
8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-1.400000000000000000e+01
-9.000000000000000000e+00,-8.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
